gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Loyal Customer,33,Business Travel,102,0,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,33,Personal Travel,102,3,4,3,3,2,2,4,13,25,Dissatisfied
Male,Disloyal Customer,35,Business Travel,102,3,3,3,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,34,Business Travel,106,4,4,4,3,4,5,5,0,3,Satisfied
Female,Disloyal Customer,40,Business Travel,106,5,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,60,Business Travel,106,5,5,5,5,4,4,4,2,2,Satisfied
Male,Loyal Customer,36,Business Travel,106,5,5,5,5,5,5,2,89,84,Satisfied
Male,Loyal Customer,65,Business Travel,106,2,4,4,1,1,2,4,0,0,Dissatisfied
Male,Disloyal Customer,57,Business Travel,106,4,4,4,3,3,4,3,0,0,Satisfied
Male,Loyal Customer,60,Business Travel,106,4,1,2,5,2,4,3,0,0,Dissatisfied
Female,Loyal Customer,42,Business Travel,106,4,4,4,4,5,4,4,0,0,Satisfied
Male,Loyal Customer,13,Personal Travel,106,3,1,3,2,2,3,2,0,0,Dissatisfied
Male,Loyal Customer,80,Business Travel,106,4,4,4,5,4,5,5,0,0,Satisfied
Male,Loyal Customer,37,Business Travel,106,2,4,4,3,3,2,4,3,0,Dissatisfied
Female,Loyal Customer,52,Business Travel,106,1,1,1,2,5,3,3,0,0,Satisfied
Female,Loyal Customer,48,Business Travel,106,1,3,3,1,4,1,4,19,13,Dissatisfied
Female,Loyal Customer,37,Business Travel,106,2,2,2,4,5,4,2,0,0,Satisfied
Male,Disloyal Customer,63,Business Travel,106,3,4,4,3,3,5,3,0,0,Dissatisfied
Male,Loyal Customer,51,Business Travel,106,1,1,1,2,5,4,4,0,1,Satisfied
Male,Loyal Customer,41,Business Travel,106,0,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,13,Personal Travel,106,3,5,0,3,3,4,3,0,0,Dissatisfied
Male,Loyal Customer,37,Business Travel,106,4,2,4,4,4,5,2,0,0,Satisfied
Male,Loyal Customer,60,Personal Travel,106,4,4,4,4,2,4,3,0,0,Satisfied
Male,Loyal Customer,40,Business Travel,106,3,3,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,22,Business Travel,107,4,0,3,3,3,5,3,0,0,Satisfied
Male,Loyal Customer,48,Business Travel,107,4,4,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,22,Business Travel,107,3,2,3,4,4,4,4,1,0,Dissatisfied
Female,Loyal Customer,39,Business Travel,107,5,5,5,5,5,5,5,6,14,Satisfied
Female,Loyal Customer,57,Business Travel,107,2,2,2,4,4,3,2,0,0,Satisfied
Male,Disloyal Customer,37,Business Travel,108,5,5,5,3,3,5,3,0,5,Satisfied
Female,Disloyal Customer,57,Business Travel,108,3,3,3,4,4,4,4,0,0,Dissatisfied
Female,Loyal Customer,47,Business Travel,108,5,3,5,3,4,4,5,20,20,Satisfied
Female,Disloyal Customer,54,Business Travel,108,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,53,Business Travel,108,0,5,0,2,4,4,4,0,0,Satisfied
Female,Disloyal Customer,37,Business Travel,108,5,5,5,2,2,5,2,0,0,Satisfied
Male,Loyal Customer,41,Business Travel,108,2,2,2,2,5,4,5,5,0,Satisfied
Male,Loyal Customer,27,Business Travel,108,5,5,5,4,4,1,4,0,28,Satisfied
Male,Loyal Customer,70,Business Travel,108,3,2,2,4,2,3,2,2,0,Dissatisfied
Female,Disloyal Customer,40,Business Travel,108,3,3,3,5,5,4,5,0,0,Dissatisfied
Male,Disloyal Customer,27,Business Travel,108,4,4,4,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,37,Business Travel,108,2,2,4,3,5,5,3,0,0,Satisfied
Male,Disloyal Customer,47,Business Travel,108,2,2,2,3,3,5,3,0,0,Dissatisfied
Female,Loyal Customer,45,Business Travel,108,4,4,4,3,4,5,3,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,108,1,2,2,5,2,1,2,0,0,Dissatisfied
Female,Loyal Customer,59,Business Travel,108,3,3,3,3,5,4,5,0,0,Satisfied
Male,Loyal Customer,47,Business Travel,108,1,1,1,5,5,4,3,0,0,Satisfied
Male,Loyal Customer,36,Business Travel,108,3,3,3,5,4,5,5,0,4,Satisfied
Male,Loyal Customer,33,Business Travel,109,3,3,3,4,4,4,4,0,1,Satisfied
Male,Loyal Customer,70,Business Travel,109,0,4,0,3,2,2,3,0,0,Satisfied
Male,Disloyal Customer,33,Business Travel,109,3,4,4,4,4,4,4,26,46,Dissatisfied
Male,Loyal Customer,16,Personal Travel,109,2,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,58,Business Travel,109,2,2,2,3,5,5,3,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,109,1,1,1,1,5,5,2,0,0,Satisfied
Male,Loyal Customer,52,Business Travel,109,2,2,2,1,4,4,2,0,0,Satisfied
Female,Loyal Customer,52,Business Travel,109,1,4,4,5,4,1,4,40,53,Dissatisfied
Female,Loyal Customer,39,Business Travel,109,0,5,0,3,4,2,5,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,109,2,2,2,2,3,5,5,18,16,Satisfied
Male,Loyal Customer,32,Business Travel,109,0,4,0,4,4,1,4,0,0,Satisfied
Female,Loyal Customer,35,Business Travel,109,4,3,4,2,3,4,3,24,18,Dissatisfied
Male,Loyal Customer,34,Business Travel,109,4,4,4,3,4,5,2,0,0,Satisfied
Male,Disloyal Customer,27,Business Travel,109,3,3,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,40,Business Travel,109,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,75,Business Travel,109,1,1,1,4,4,5,5,6,2,Satisfied
Male,Loyal Customer,20,Personal Travel,109,4,4,4,4,5,1,4,0,0,Dissatisfied
Female,Loyal Customer,19,Business Travel,109,3,1,1,3,3,4,3,0,13,Dissatisfied
Female,Loyal Customer,61,Business Travel,109,4,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,40,Personal Travel,109,3,4,3,1,4,5,4,0,0,Dissatisfied
Female,Loyal Customer,26,Personal Travel,109,1,2,1,5,5,4,5,0,0,Dissatisfied
Female,Loyal Customer,34,Business Travel,109,1,1,1,4,5,5,5,0,3,Satisfied
Male,Loyal Customer,34,Business Travel,109,5,3,5,4,4,5,5,22,25,Satisfied
Male,Loyal Customer,59,Business Travel,109,0,5,0,3,2,2,4,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,109,5,5,5,3,4,5,5,122,121,Satisfied
Female,Loyal Customer,57,Business Travel,109,1,3,3,3,3,1,3,0,0,Dissatisfied
Male,Loyal Customer,33,Business Travel,109,3,3,3,4,4,3,4,0,0,Satisfied
Male,Loyal Customer,41,Business Travel,109,2,3,4,5,1,2,2,0,0,Dissatisfied
Female,Loyal Customer,15,Personal Travel,109,3,5,3,4,4,4,4,111,110,Dissatisfied
Male,Disloyal Customer,38,Business Travel,109,4,4,4,4,4,4,4,3,4,Dissatisfied
Unknown,Unknown,43,Unknown,337,2,4,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,50,Business Travel,109,1,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,42,Business Travel,109,0,5,0,5,4,4,4,9,8,Satisfied
Male,Loyal Customer,30,Business Travel,337,1,1,4,4,5,5,5,10,0,Satisfied
Female,Loyal Customer,50,Business Travel,109,5,5,5,4,4,5,5,0,21,Satisfied
Female,Loyal Customer,46,Business Travel,109,0,4,0,1,3,3,2,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,109,2,4,4,3,1,2,2,0,0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,109,2,2,2,2,2,4,2,0,0,Dissatisfied
Male,Loyal Customer,40,Business Travel,109,2,2,2,3,4,5,5,0,0,Satisfied
Female,Loyal Customer,71,Business Travel,109,2,5,5,2,3,2,3,0,0,Dissatisfied
Female,Loyal Customer,45,Business Travel,109,0,4,0,5,4,4,2,20,39,Satisfied
Female,Loyal Customer,41,Business Travel,109,3,3,4,2,5,5,4,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,109,3,3,3,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,51,Business Travel,109,3,3,3,2,4,5,4,0,0,Satisfied
Male,Loyal Customer,55,Business Travel,109,0,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,55,Business Travel,109,0,4,0,5,5,5,3,0,10,Satisfied
Female,Disloyal Customer,40,Business Travel,109,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,50,Business Travel,109,2,2,2,3,4,5,2,0,0,Satisfied
Male,Loyal Customer,43,Business Travel,109,2,2,4,2,4,4,5,0,0,Satisfied
Female,Loyal Customer,26,Business Travel,109,5,5,3,4,4,4,4,6,0,Satisfied
Male,Loyal Customer,56,Business Travel,109,4,4,4,4,5,4,4,0,17,Satisfied
Female,Loyal Customer,58,Business Travel,109,2,1,1,3,1,2,2,0,0,Dissatisfied
Male,Loyal Customer,50,Business Travel,109,1,1,1,4,4,5,4,0,4,Satisfied
Female,Disloyal Customer,19,Business Travel,109,2,2,2,2,2,4,2,0,7,Dissatisfied
Male,Loyal Customer,56,Business Travel,109,1,1,1,5,4,5,5,0,0,Satisfied
Female,Loyal Customer,37,Business Travel,109,3,3,3,3,4,5,3,0,0,Satisfied
Male,Loyal Customer,12,Personal Travel,109,3,4,0,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,25,Business Travel,109,1,1,1,5,5,1,5,0,0,Unknown
Male,Loyal Customer,30,Business Travel,337,0,3,4,4,4,4,4,10,0,Satisfied
Male,Loyal Customer,53,Business Travel,109,5,2,5,4,5,5,3,0,0,Satisfied
Male,Loyal Customer,37,Business Travel,110,4,4,4,5,4,4,4,1,0,Satisfied
Female,Loyal Customer,26,Business Travel,110,5,5,5,5,5,2,5,3,6,Satisfied
Female,Loyal Customer,57,Business Travel,110,3,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,30,Business Travel,337,0,5,4,4,4,1,4,10,0,Satisfied
Female,Loyal Customer,50,Business Travel,110,2,2,2,4,4,3,4,0,1,Satisfied
Male,Loyal Customer,30,Personal Travel,337,5,4,4,4,5,3,5,10,0,Satisfied
Female,Loyal Customer,57,Business Travel,110,5,5,5,4,5,5,3,1,0,Satisfied
Male,Loyal Customer,42,Business Travel,110,1,1,1,2,5,4,2,0,0,Satisfied
Female,Loyal Customer,26,Business Travel,110,2,2,2,4,4,5,4,0,0,Satisfied
Female,Loyal Customer,59,Business Travel,110,3,3,3,2,1,3,2,163,157,Dissatisfied
Male,Loyal Customer,40,Business Travel,110,2,2,2,1,4,5,3,0,0,Satisfied
Male,Loyal Customer,58,Business Travel,110,5,5,4,4,4,5,2,39,42,Satisfied
Female,Loyal Customer,50,Business Travel,110,5,3,5,2,3,4,2,22,24,Satisfied
Male,Loyal Customer,33,Business Travel,110,0,4,0,5,5,2,5,0,0,Satisfied
Female,Loyal Customer,34,Business Travel,110,1,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,52,Business Travel,110,0,3,0,5,1,1,4,0,6,Satisfied
Male,Loyal Customer,54,Business Travel,110,4,4,4,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,32,Business Travel,110,2,1,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,22,Business Travel,110,4,5,4,3,3,5,3,3,18,Satisfied
Female,Loyal Customer,37,Business Travel,110,3,1,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,27,Business Travel,110,1,1,1,2,2,4,2,0,14,Dissatisfied
Female,Loyal Customer,35,Business Travel,110,5,5,5,1,4,3,2,0,0,Satisfied
Female,Disloyal Customer,22,Business Travel,112,5,0,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,50,Business Travel,112,2,2,2,3,4,3,2,0,8,Satisfied
Male,Loyal Customer,62,Business Travel,113,3,1,1,5,3,3,3,0,36,Dissatisfied
Female,Disloyal Customer,38,Business Travel,113,3,3,3,5,5,3,5,0,0,Dissatisfied
Female,Loyal Customer,39,Business Travel,113,5,5,5,4,5,5,5,0,0,Satisfied
Male,Loyal Customer,46,Business Travel,113,5,5,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,35,Business Travel,113,1,1,1,3,3,4,3,0,0,Dissatisfied
Female,Loyal Customer,46,Business Travel,113,4,4,4,4,4,4,3,8,8,Satisfied
Male,Disloyal Customer,27,Business Travel,113,4,4,4,5,5,5,5,0,0,Dissatisfied
Male,Loyal Customer,32,Business Travel,113,4,4,4,4,4,5,4,0,0,Satisfied
Male,Disloyal Customer,40,Business Travel,113,1,1,1,3,3,5,3,22,20,Dissatisfied
Male,Loyal Customer,43,Business Travel,113,5,5,5,5,5,4,4,0,0,Satisfied
Male,Disloyal Customer,47,Business Travel,113,1,1,1,4,4,4,4,0,0,Dissatisfied
Male,Disloyal Customer,55,Business Travel,113,4,4,4,4,4,5,4,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,113,5,3,5,4,4,4,4,0,0,Unknown
Female,Loyal Customer,46,Business Travel,113,3,3,3,4,5,4,5,0,0,Satisfied
Male,Loyal Customer,60,Business Travel,113,0,4,0,2,5,5,5,0,0,Satisfied
Male,Loyal Customer,46,Business Travel,113,3,3,3,3,5,5,3,9,3,Satisfied
Male,Loyal Customer,40,Business Travel,113,5,5,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,21,Business Travel,113,5,0,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,26,Business Travel,114,4,0,5,4,4,5,4,0,13,Satisfied
Female,Loyal Customer,39,Business Travel,114,1,4,4,3,3,1,3,0,43,Dissatisfied
Male,Loyal Customer,35,Personal Travel,114,3,3,3,5,4,4,5,0,2,Dissatisfied
Female,Loyal Customer,52,Business Travel,114,4,1,4,5,5,5,2,0,0,Satisfied
Male,Loyal Customer,50,Business Travel,114,3,3,3,4,5,3,4,0,4,Satisfied
Male,Loyal Customer,52,Business Travel,114,4,4,4,2,4,5,2,0,0,Satisfied
Male,Loyal Customer,36,Business Travel,115,4,2,2,5,3,4,4,93,87,Dissatisfied
Female,Loyal Customer,36,Business Travel,115,2,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,38,Business Travel,115,1,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,45,Business Travel,115,5,5,5,5,5,4,5,16,28,Satisfied
Male,Loyal Customer,59,Business Travel,115,3,3,3,2,4,5,4,30,38,Satisfied
Female,Loyal Customer,61,Business Travel,116,0,4,0,4,2,2,4,14,10,Satisfied
Male,Loyal Customer,30,Business Travel,337,0,5,4,4,2,4,2,10,0,Satisfied
Male,Loyal Customer,63,Personal Travel,116,2,1,2,2,2,2,3,0,0,Dissatisfied
Female,Loyal Customer,49,Business Travel,116,4,4,4,2,4,5,4,0,2,Satisfied
Male,Loyal Customer,44,Business Travel,116,4,1,1,4,1,4,4,0,2,Dissatisfied
Male,Loyal Customer,44,Business Travel,116,3,3,3,4,5,5,4,16,25,Satisfied
Female,Loyal Customer,58,Business Travel,116,3,3,3,5,4,5,4,0,0,Satisfied
Male,Loyal Customer,35,Business Travel,116,3,3,3,2,5,4,3,0,0,Satisfied
Female,Loyal Customer,63,Personal Travel,116,1,5,1,1,4,4,4,46,40,Dissatisfied
Female,Loyal Customer,49,Business Travel,116,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,39,Business Travel,116,4,1,1,1,3,4,3,0,0,Dissatisfied
Male,Loyal Customer,60,Business Travel,116,2,2,2,3,4,3,3,0,0,Satisfied
Female,Loyal Customer,45,Business Travel,116,2,1,1,5,4,2,2,0,8,Dissatisfied
Female,Loyal Customer,46,Business Travel,116,1,5,5,1,3,1,3,47,99,Dissatisfied
Male,Loyal Customer,61,Business Travel,118,3,3,3,2,5,4,5,4,0,Satisfied
Female,Loyal Customer,56,Business Travel,118,5,5,5,1,4,4,3,0,0,Satisfied
Female,Loyal Customer,46,Personal Travel,119,4,0,4,5,4,4,3,13,32,Dissatisfied
Male,Loyal Customer,41,Business Travel,119,1,1,1,3,4,4,2,0,15,Satisfied
Female,Loyal Customer,53,Business Travel,119,4,1,5,4,4,4,2,47,42,Dissatisfied
Male,Disloyal Customer,57,Business Travel,119,1,1,1,2,2,5,2,0,13,Dissatisfied
Female,Loyal Customer,63,Business Travel,119,1,1,1,2,5,5,5,61,55,Satisfied
Female,Loyal Customer,51,Business Travel,119,5,5,5,2,5,4,5,0,4,Satisfied
Female,Loyal Customer,40,Business Travel,119,2,2,2,2,4,2,2,0,0,Dissatisfied
Female,Loyal Customer,39,Business Travel,119,4,4,4,5,5,3,2,0,0,Satisfied
Male,Loyal Customer,41,Business Travel,119,3,3,3,1,4,3,2,0,0,Satisfied
Male,Loyal Customer,53,Personal Travel,119,2,3,2,4,1,1,4,0,0,Dissatisfied
Female,Loyal Customer,53,Business Travel,119,5,5,5,5,4,5,3,13,9,Satisfied
Female,Loyal Customer,68,Business Travel,119,4,4,4,5,4,5,4,0,0,Satisfied
Female,Loyal Customer,48,Business Travel,119,3,3,3,3,4,4,4,0,0,Satisfied
Male,Loyal Customer,46,Business Travel,119,5,5,4,4,5,5,2,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,119,0,4,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,40,Business Travel,119,1,1,1,5,5,3,5,20,20,Dissatisfied
Female,Loyal Customer,51,Business Travel,120,5,5,5,2,3,5,5,63,69,Satisfied
Female,Loyal Customer,56,Business Travel,120,1,1,4,3,2,1,4,17,3,Dissatisfied
Male,Loyal Customer,37,Business Travel,120,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,41,Business Travel,120,0,4,0,5,1,1,3,50,41,Satisfied
Male,Loyal Customer,73,Business Travel,120,5,5,5,3,4,3,3,4,1,Satisfied
Male,Loyal Customer,46,Business Travel,120,5,5,5,4,4,4,5,9,1,Satisfied
Female,Loyal Customer,53,Business Travel,120,3,3,3,3,4,5,3,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,120,2,2,3,4,4,4,3,0,0,Satisfied
Female,Loyal Customer,47,Business Travel,121,5,5,5,2,4,4,5,0,2,Satisfied
Female,Loyal Customer,50,Business Travel,121,0,4,0,5,1,1,2,0,1,Satisfied
Male,Disloyal Customer,22,Business Travel,121,0,0,0,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,35,Business Travel,122,4,4,4,2,4,5,4,84,83,Satisfied
Female,Disloyal Customer,43,Business Travel,122,4,4,4,2,2,4,2,0,0,Satisfied
Female,Loyal Customer,53,Business Travel,122,3,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,122,3,3,3,4,5,4,3,0,0,Satisfied
Male,Loyal Customer,47,Business Travel,122,0,4,0,4,5,5,3,0,0,Satisfied
Male,Loyal Customer,42,Business Travel,122,1,1,1,3,4,5,4,0,0,Satisfied
Female,Disloyal Customer,72,Business Travel,122,3,3,3,3,3,3,3,0,0,Dissatisfied
Male,Loyal Customer,52,Business Travel,122,0,5,0,2,2,2,3,0,0,Satisfied
Male,Loyal Customer,49,Business Travel,122,1,3,3,2,4,1,3,0,0,Dissatisfied
Male,Loyal Customer,54,Business Travel,122,2,3,3,2,2,2,2,36,28,Dissatisfied
Female,Loyal Customer,44,Business Travel,123,2,2,2,1,4,5,4,0,0,Satisfied
Male,Loyal Customer,30,Business Travel,337,1,1,4,4,5,1,5,10,0,Satisfied
Female,Loyal Customer,40,Business Travel,125,0,5,0,2,4,3,4,0,0,Satisfied
Male,Loyal Customer,58,Business Travel,125,5,5,5,3,4,5,3,65,67,Satisfied
Female,Loyal Customer,26,Personal Travel,125,3,4,3,2,2,1,2,0,0,Dissatisfied
Female,Loyal Customer,41,Business Travel,125,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,43,Business Travel,125,0,3,0,2,2,2,4,2,0,Satisfied
Male,Loyal Customer,49,Personal Travel,125,1,5,1,3,5,1,4,0,0,Dissatisfied
Female,Loyal Customer,53,Business Travel,125,4,4,4,2,5,3,5,0,0,Satisfied
Male,Loyal Customer,44,Business Travel,125,2,2,2,3,3,2,2,0,0,Dissatisfied
Male,Loyal Customer,43,Business Travel,125,1,5,5,3,3,3,3,0,0,Unknown
Female,Disloyal Customer,20,Business Travel,125,0,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,58,Business Travel,125,4,4,4,3,4,4,4,0,0,Satisfied
Female,Loyal Customer,60,Business Travel,125,4,1,4,3,4,4,5,0,2,Satisfied
Male,Loyal Customer,32,Business Travel,125,0,4,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,26,Business Travel,125,4,0,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,51,Business Travel,125,3,2,2,5,1,3,3,16,36,Dissatisfied
Female,Disloyal Customer,27,Business Travel,125,5,5,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,25,Business Travel,125,1,4,1,3,3,5,3,0,0,Unknown
Male,Loyal Customer,38,Business Travel,125,2,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,49,Business Travel,125,4,4,4,2,4,4,4,0,0,Satisfied
Female,Loyal Customer,37,Business Travel,125,1,1,1,2,5,4,3,0,0,Satisfied
Female,Loyal Customer,36,Business Travel,125,0,4,0,4,4,4,3,0,2,Satisfied
Female,Loyal Customer,60,Business Travel,125,4,4,4,4,5,5,5,0,0,Satisfied
Male,Loyal Customer,69,Business Travel,125,2,2,2,3,3,2,4,0,0,Dissatisfied
Male,Loyal Customer,39,Business Travel,125,5,5,5,2,5,4,3,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,125,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,50,Business Travel,125,4,4,4,5,4,3,5,6,8,Satisfied
Male,Loyal Customer,42,Business Travel,125,1,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,125,2,2,2,4,4,4,3,7,3,Satisfied
Male,Loyal Customer,55,Business Travel,125,2,2,2,4,4,5,5,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,125,1,1,1,2,5,5,2,0,0,Satisfied
Female,Loyal Customer,56,Business Travel,125,2,2,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,51,Personal Travel,125,1,2,1,3,4,1,3,18,21,Dissatisfied
Female,Loyal Customer,71,Business Travel,125,3,4,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,37,Business Travel,125,3,3,3,5,5,5,5,0,0,Dissatisfied
Male,Loyal Customer,60,Business Travel,125,1,1,4,1,5,4,3,18,19,Satisfied
Male,Loyal Customer,42,Business Travel,125,0,4,0,4,3,3,5,45,41,Satisfied
Female,Disloyal Customer,40,Business Travel,125,2,2,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,25,Business Travel,125,2,0,2,5,5,5,5,0,0,Unknown
Male,Loyal Customer,52,Business Travel,125,4,3,3,4,2,4,4,0,96,Dissatisfied
Male,Loyal Customer,61,Business Travel,125,3,3,3,4,5,5,2,60,60,Satisfied
Female,Loyal Customer,60,Business Travel,125,1,1,1,5,2,1,4,0,0,Dissatisfied
Female,Loyal Customer,58,Business Travel,125,4,4,4,5,4,5,2,0,0,Satisfied
Male,Loyal Customer,57,Business Travel,125,4,4,4,5,4,5,5,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,125,5,5,5,3,5,5,5,0,3,Satisfied
Female,Loyal Customer,48,Business Travel,125,4,4,4,3,4,5,3,0,0,Satisfied
Male,Loyal Customer,49,Business Travel,125,4,4,4,5,5,4,5,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,125,3,4,3,2,2,5,2,0,0,Unknown
Male,Loyal Customer,62,Business Travel,125,1,2,2,5,2,1,2,3,2,Dissatisfied
Female,Loyal Customer,44,Business Travel,126,4,4,4,2,5,5,3,0,0,Satisfied
Female,Loyal Customer,61,Business Travel,126,5,5,5,3,5,3,5,0,0,Satisfied
Male,Loyal Customer,40,Business Travel,127,0,5,1,3,5,5,3,0,0,Satisfied
Male,Loyal Customer,36,Business Travel,127,0,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,39,Business Travel,127,2,3,3,3,1,2,2,19,7,Dissatisfied
Female,Loyal Customer,11,Personal Travel,127,4,2,0,3,3,3,3,0,0,Satisfied
Male,Loyal Customer,59,Business Travel,127,1,1,1,3,5,5,5,0,0,Satisfied
Female,Disloyal Customer,40,Business Travel,127,2,2,2,5,5,2,5,0,0,Dissatisfied
Female,Loyal Customer,62,Personal Travel,127,2,1,2,4,3,3,2,16,13,Dissatisfied
Male,Loyal Customer,38,Business Travel,127,3,1,4,3,3,3,2,0,0,Dissatisfied
Male,Loyal Customer,60,Personal Travel,127,3,5,3,5,3,3,5,0,0,Dissatisfied
Female,Loyal Customer,22,Business Travel,127,2,2,2,5,5,2,5,0,0,Satisfied
Male,Loyal Customer,20,Business Travel,127,2,5,5,2,5,3,2,7,1,Dissatisfied
Female,Loyal Customer,40,Business Travel,128,1,4,4,2,2,1,3,18,45,Dissatisfied
Female,Loyal Customer,75,Business Travel,128,4,1,1,5,2,4,4,0,8,Dissatisfied
Male,Loyal Customer,50,Business Travel,128,2,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,37,Business Travel,129,4,3,3,2,2,4,4,77,78,Dissatisfied
Male,Loyal Customer,67,Personal Travel,129,4,0,4,5,4,5,5,0,10,Dissatisfied
Female,Disloyal Customer,40,Business Travel,129,4,4,4,4,4,3,4,0,8,Satisfied
Female,Loyal Customer,59,Business Travel,129,4,4,5,3,4,5,2,0,0,Satisfied
Female,Loyal Customer,58,Business Travel,129,3,3,3,4,4,4,5,0,0,Satisfied
Male,Loyal Customer,40,Business Travel,129,4,4,4,5,5,4,2,0,2,Satisfied
Male,Loyal Customer,67,Business Travel,129,3,1,1,5,4,3,4,19,26,Dissatisfied
Male,Loyal Customer,46,Business Travel,129,0,5,0,2,2,2,4,0,3,Satisfied
Female,Loyal Customer,25,Business Travel,129,2,4,2,5,5,4,5,0,0,Unknown
Female,Loyal Customer,33,Business Travel,129,4,1,4,1,5,4,5,0,0,Satisfied
Female,Disloyal Customer,40,Business Travel,129,1,1,1,4,4,4,4,0,0,Dissatisfied
Female,Loyal Customer,45,Business Travel,129,4,4,3,4,5,5,5,0,0,Satisfied
Female,Loyal Customer,50,Business Travel,129,0,3,0,4,2,2,5,0,0,Satisfied
Male,Loyal Customer,45,Business Travel,129,1,1,1,1,4,3,5,32,45,Satisfied
Male,Loyal Customer,46,Business Travel,129,0,4,0,3,5,5,2,0,0,Satisfied
Male,Loyal Customer,32,Business Travel,129,2,1,1,2,2,4,2,39,45,Dissatisfied
Female,Loyal Customer,54,Business Travel,130,4,3,3,3,2,4,2,28,21,Dissatisfied
Female,Loyal Customer,41,Business Travel,130,3,3,3,4,5,4,5,0,5,Satisfied
Male,Loyal Customer,52,Business Travel,130,1,1,1,5,5,5,3,0,0,Satisfied
Female,Loyal Customer,59,Business Travel,130,2,2,2,3,3,5,4,18,23,Satisfied
Male,Loyal Customer,60,Business Travel,130,4,4,4,3,4,5,3,0,0,Satisfied
Male,Loyal Customer,55,Business Travel,130,1,1,1,3,4,4,3,0,0,Satisfied
Female,Disloyal Customer,21,Business Travel,130,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,56,Business Travel,130,2,2,2,4,4,4,5,0,0,Satisfied
